insert_AVL,insert_BinaryTree,interactions,tree_size
13,18,7424,4333
14,22,4780,4334
13,18,958,4335
12,23,4096,4336
14,17,6222,4337
14,13,6505,4338
14,16,2583,4339
14,12,819,4340
13,24,4223,4341
13,19,1569,4342
14,17,1753,4343
13,18,3000,4344
13,20,4090,4345
13,20,3220,4346
13,15,3872,4347
13,11,9790,4348
13,17,4019,4349
13,16,7316,4350
13,14,2228,4351
14,22,2984,4352
13,24,4456,4353
14,23,2945,4354
14,17,1750,4355
12,8,9939,4356
13,22,6135,4357
14,13,2820,4358
13,18,6684,4359
14,19,203,4360
14,18,2705,4361
13,17,7870,4362
14,17,475,4363
14,19,129,4364
15,11,2650,4365
12,13,7784,4366
14,25,4224,4367
14,18,5223,4368
13,15,640,4369
12,25,3158,4370
13,11,2394,4371
14,23,4863,4372
13,21,4726,4373
14,26,4146,4374
13,25,4214,4375
14,20,5167,4376
12,16,7365,4377
14,20,4438,4378
13,22,4957,4379
13,16,7735,4380
15,18,1753,4381
13,18,7184,4382
12,16,718,4383
15,13,2561,4384
14,17,6481,4385
16,19,2468,4386
14,18,8851,4387
15,21,8967,4388
13,16,5287,4389
14,20,5534,4390
13,18,9169,4391
13,19,7992,4392
13,21,3404,4393
13,23,5995,4394
14,20,4472,4395
14,11,2405,4396
13,12,3779,4397
13,19,5047,4398
13,16,3979,4399
13,19,4418,4400
14,22,4556,4401
13,20,6372,4402
11,19,9280,4403
14,17,5634,4404
12,12,6869,4405
13,19,3494,4406
15,14,800,4407
14,19,585,4408
13,20,4283,4409
13,16,5756,4410
11,11,8320,4411
13,20,6035,4412
12,20,9292,4413
14,13,5389,4414
13,15,8595,4415
14,14,5772,4416
13,27,4208,4417
12,15,3798,4418
12,13,1090,4419
15,11,9495,4420
15,19,9331,4421
14,18,259,4422
14,21,3838,4423
14,18,9086,4424
14,12,2605,4425
15,28,4661,4426
13,14,1490,4427
13,19,6383,4428
12,17,6059,4429
14,18,1821,4430
15,14,801,4431
14,14,614,4432
14,17,8192,4433
13,13,6432,4434
14,18,6247,4435
14,12,1413,4436
13,19,6277,4437
13,21,7047,4438
13,21,1997,4439
13,14,559,4440
13,18,9154,4441
14,17,6668,4442
14,23,2946,4443
11,11,8445,4444
12,21,2057,4445
13,16,7892,4446
13,13,568,4447
13,21,6264,4448
13,15,1689,4449
13,17,8010,4450
14,23,2110,4451
13,16,1020,4452
14,25,4620,4453
14,14,2299,4454
14,18,6457,4455
13,22,7224,4456
13,16,6959,4457
14,22,4299,4458
13,20,3607,4459
14,22,3017,4460
12,16,6119,4461
15,18,759,4462
14,12,9983,4463
13,16,662,4464
14,17,3542,4465
14,17,6229,4466
14,21,2074,4467
13,11,9819,4468
12,11,9627,4469
13,17,4071,4470
13,16,6729,4471
14,18,8781,4472
13,17,738,4473
12,7,9674,4474
13,17,3577,4475
14,17,9146,4476
13,19,7566,4477
14,9,497,4478
14,16,5410,4479
12,20,9254,4480
13,18,8506,4481
13,15,3871,4482
12,16,6625,4483
12,17,3125,4484
14,23,6170,4485
13,12,9434,4486
14,13,348,4487
12,18,3128,4488
13,17,3732,4489
15,15,306,4490
14,18,2497,4491
13,10,9850,4492
12,15,1064,4493
14,18,2479,4494
14,13,511,4495
13,19,958,4496
13,13,5059,4497
14,16,8937,4498
14,13,776,4499
14,21,4686,4500
14,16,9359,4501
13,17,7504,4502
13,15,3466,4503
14,16,6448,4504
14,15,3530,4505
13,22,7042,4506
14,19,5594,4507
12,12,1095,4508
13,19,7538,4509
13,17,7355,4510
13,18,6700,4511
13,10,2395,4512
12,16,1225,4513
13,8,9677,4514
14,21,5519,4515
13,14,3746,4516
13,16,9110,4517
14,15,2219,4518
13,18,3226,4519
13,19,9193,4520
15,18,2524,4521
13,19,5722,4522
13,16,9042,4523
13,9,9940,4524
13,20,4552,4525
13,19,5904,4526
12,12,897,4527
13,10,9610,4528
12,20,1192,4529
12,23,8024,4530
13,19,4295,4531
14,14,550,4532
14,17,1879,4533
14,27,4112,4534
13,14,6998,4535
15,18,1760,4536
12,16,1154,4537
14,14,2591,4538
13,12,2854,4539
14,20,5043,4540
12,21,6297,4541
13,19,5906,4542
13,14,3790,4543
14,16,3873,4544
14,14,1934,4545
14,17,9308,4546
13,19,7619,4547
12,15,7395,4548
13,18,7878,4549
13,12,844,4550
13,17,6587,4551
13,16,6754,4552
14,18,2917,4553
13,24,1980,4554
14,19,6693,4555
13,15,7468,4556
13,17,7883,4557
13,16,3941,4558
13,16,3429,4559
14,19,9075,4560
12,14,8316,4561
14,17,7724,4562
14,23,5976,4563
14,16,6546,4564
14,14,1835,4565
14,18,2973,4566
13,15,8306,4567
15,18,9340,4568
14,22,1915,4569
14,17,7511,4570
13,17,735,4571
14,16,8211,4572
12,15,3416,4573
13,23,4524,4574
11,16,8436,4575
12,15,1701,4576
14,15,183,4577
13,18,6054,4578
14,20,9095,4579
12,17,8061,4580
13,15,6897,4581
13,20,2033,4582
12,20,4814,4583
13,11,9813,4584
13,18,4012,4585
13,15,7858,4586
12,22,3632,4587
14,17,1895,4588
13,15,8150,4589
12,17,7060,4590
13,16,7321,4591
15,14,2817,4592
12,19,1135,4593
13,23,3296,4594
14,17,9362,4595
14,18,9322,4596
15,13,2621,4597
12,16,7667,4598
14,17,5013,4599
14,12,887,4600
15,19,5178,4601
14,17,5747,4602
14,21,5450,4603
13,18,4945,4604
12,15,6622,4605
13,15,3885,4606
13,18,6646,4607
12,26,3157,4608
13,9,9938,4609
14,20,2092,4610
12,23,1217,4611
14,22,3186,4612
14,27,4125,4613
13,12,2382,4614
14,19,9350,4615
14,23,4488,4616
14,18,6591,4617
14,22,2981,4618
14,20,6382,4619
13,13,1092,4620
13,25,6392,4621
14,11,54,4622
13,18,3908,4623
13,18,7527,4624
14,11,9702,4625
13,16,3269,4626
14,14,6848,4627
14,18,8674,4628
12,13,7288,4629
14,17,8212,4630
12,14,9560,4631
16,20,2465,4632
14,18,311,4633
14,18,5009,4634
13,19,3761,4635
13,15,6932,4636
14,18,5245,4637
14,18,6758,4638
15,13,88,4639
13,15,1534,4640
15,19,8850,4641
14,19,7656,4642
13,21,4719,4643
14,19,9326,4644
13,23,6389,4645
13,15,4068,4646
13,16,3813,4647
15,23,2979,4648
13,22,3400,4649
14,17,6547,4650
14,18,4070,4651
14,12,9792,4652
14,18,2952,4653
13,17,4329,4654
12,22,3670,4655
15,18,9005,4656
14,17,7598,4657
12,13,6869,4658
14,15,7678,4659
14,21,4885,4660
14,19,5080,4661
13,17,3590,4662
14,25,3701,4663
14,14,5390,4664
13,21,4950,4665
14,16,7461,4666
14,19,8674,4667
14,17,195,4668
14,24,4219,4669
15,20,5113,4670
13,15,1728,4671
14,12,9420,4672
13,17,9121,4673
15,17,6447,4674
14,16,5097,4675
14,23,5509,4676
12,12,6866,4677
14,17,5261,4678
13,24,4840,4679
14,18,6618,4680
13,16,1807,4681
15,18,5261,4682
14,19,6409,4683
12,18,1111,4684
13,12,9590,4685
15,16,6430,4686
13,15,115,4687
14,17,3539,4688
13,23,3298,4689
12,13,7793,4690
13,24,4775,4691
14,22,4729,4692
14,14,1382,4693
13,17,8475,4694
14,17,119,4695
13,18,6331,4696
14,20,2287,4697
13,17,5144,4698
15,17,2877,4699
14,15,2857,4700
15,19,256,4701
12,21,4605,4702
12,15,8628,4703
14,19,5728,4704
13,18,7403,4705
15,14,76,4706
13,15,1237,4707
14,18,620,4708
14,19,5337,4709
15,17,2428,4710
13,24,7237,4711
13,16,3495,4712
14,17,7688,4713
13,23,3645,4714
13,22,4605,4715
11,15,7277,4716
15,15,74,4717
13,21,4720,4718
13,22,7167,4719
13,14,9723,4720
14,21,8864,4721
13,21,1941,4722
13,24,4452,4723
13,13,6597,4724
15,20,6767,4725
12,11,922,4726
12,20,9279,4727
14,14,5406,4728
13,20,6065,4729
13,25,2156,4730
13,18,8262,4731
14,15,2672,4732
13,18,3112,4733
14,18,3242,4734
12,21,8400,4735
14,11,514,4736
13,16,3317,4737
13,22,5988,4738
13,20,1133,4739
14,19,5005,4740
12,17,8415,4741
14,22,4722,4742
13,17,8500,4743
12,18,6102,4744
12,15,8366,4745
14,11,9456,4746
14,15,9731,4747
14,21,4792,4748
14,11,527,4749
13,16,6897,4750
13,9,866,4751
14,10,9390,4752
15,21,8838,4753
12,12,5317,4754
14,14,2338,4755
14,20,5604,4756
14,14,2590,4757
14,18,1617,4758
13,17,1009,4759
14,20,5006,4760
14,15,124,4761
14,17,5623,4762
14,16,7678,4763
13,11,9587,4764
14,15,5216,4765
16,18,2429,4766
14,19,6452,4767
14,22,4884,4768
12,18,8416,4769
13,17,7584,4770
13,16,9889,4771
13,14,6830,4772
13,19,8657,4773
13,22,4740,4774
12,20,9283,4775
14,16,7023,4776
13,27,4195,4777
14,21,9013,4778
13,16,8166,4779
15,23,4722,4780
13,21,5910,4781
14,14,5383,4782
13,16,463,4783
14,23,4747,4784
14,22,7052,4785
15,15,2801,4786
14,19,6702,4787
12,14,9641,4788
15,17,769,4789
14,16,4063,4790
14,25,4647,4791
12,23,7244,4792
13,18,6037,4793
14,18,8676,4794
14,15,6830,4795
14,17,7604,4796
12,18,1104,4797
13,19,3281,4798
15,20,2487,4799
12,13,9519,4800
12,21,7216,4801
14,20,8727,4802
14,16,2700,4803
13,22,5873,4804
13,16,3466,4805
14,25,1982,4806
13,18,9247,4807
14,20,7661,4808
13,14,995,4809
14,20,3764,4810
14,13,2382,4811
13,18,3256,4812
14,18,9146,4813
13,13,2844,4814
12,20,4354,4815
13,20,6197,4816
14,22,1996,4817
12,18,1055,4818
13,18,2190,4819
15,13,2764,4820
13,13,1469,4821
14,13,6836,4822
14,21,6359,4823
13,18,3857,4824
13,21,5511,4825
14,23,3188,4826
14,20,1460,4827
15,19,2966,4828
14,17,6468,4829
13,19,3947,4830
14,19,2484,4831
13,23,3684,4832
13,15,2673,4833
13,15,1535,4834
13,22,5908,4835
13,22,6139,4836
14,17,3516,4837
13,15,5154,4838
14,18,151,4839
13,22,4510,4840
14,21,8917,4841
14,19,8884,4842
13,9,7765,4843
13,18,8062,4844
12,17,8079,4845
12,15,8470,4846
14,15,611,4847
15,16,75,4848
13,14,9525,4849
14,15,2800,4850
14,20,9190,4851
12,16,7345,4852
13,13,9635,4853
13,18,5549,4854
13,21,1202,4855
14,15,1497,4856
14,19,8736,4857
13,15,2661,4858
13,25,4462,4859
12,19,1556,4860
13,19,2959,4861
13,24,3297,4862
13,18,1591,4863
15,18,5632,4864
15,27,4831,4865
13,17,7498,4866
13,16,8122,4867
14,23,4698,4868
15,11,2651,4869
14,26,4624,4870
13,19,5560,4871
12,17,7919,4872
12,16,3507,4873
13,9,9676,4874
15,18,2332,4875
14,21,1585,4876
13,16,8146,4877
14,22,2942,4878
14,18,8011,4879
13,18,7670,4880
12,16,5741,4881
13,18,7201,4882
14,17,1366,4883
13,14,1727,4884
14,17,9101,4885
14,13,2567,4886
12,11,9575,4887
13,17,7836,4888
14,20,5228,4889
14,20,388,4890
12,15,5743,4891
13,23,4538,4892
14,24,3684,4893
13,17,7333,4894
14,18,169,4895
14,23,4866,4896
15,28,4830,4897
13,25,4642,4898
12,13,9564,4899
14,20,3832,4900
12,20,9265,4901
14,15,5123,4902
15,18,1750,4903
15,16,2771,4904
13,21,1150,4905
13,17,4082,4906
14,19,708,4907
14,17,9295,4908
14,17,7023,4909
14,17,8718,4910
13,16,3316,4911
13,18,9116,4912
12,19,5918,4913
15,24,4682,4914
13,17,7194,4915
14,19,5018,4916
13,24,7248,4917
15,21,6769,4918
14,17,9206,4919
14,17,8827,4920
13,21,7156,4921
14,22,4948,4922
12,16,3365,4923
13,17,7192,4924
13,19,8633,4925
13,16,9885,4926
13,22,2057,4927
13,15,3462,4928
14,11,879,4929
13,16,7972,4930
14,24,3646,4931
13,18,143,4932
13,10,9446,4933
14,13,5395,4934
13,21,9266,4935
13,19,596,4936
13,21,5828,4937
13,12,9973,4938
13,17,9890,4939
14,21,9203,4940
13,16,8690,4941
14,17,3206,4942
12,12,8318,4943
14,20,960,4944
13,15,7887,4945
14,22,5511,4946
14,18,2329,4947
13,16,1486,4948
13,20,8631,4949
14,16,7886,4950
14,17,6665,4951
12,14,5787,4952
12,14,9186,4953
14,21,6381,4954
15,24,2978,4955
12,15,7818,4956
14,22,6265,4957
13,13,1386,4958
13,17,7631,4959
13,19,7143,4960
14,21,5710,4961
13,17,1276,4962
12,20,3638,4963
13,18,5155,4964
14,23,3023,4965
15,16,2903,4966
14,25,2102,4967
15,20,8850,4968
12,12,9227,4969
14,20,1992,4970
13,16,8052,4971
13,20,4268,4972
13,19,1549,4973
15,20,2721,4974
14,21,5227,4975
13,15,5787,4976
13,20,4584,4977
14,19,3908,4978
12,16,7272,4979
14,19,3214,4980
14,17,1793,4981
12,11,288,4982
14,16,5352,4983
13,22,7330,4984
14,18,6668,4985
14,23,4681,4986
14,18,5147,4987
14,23,2933,4988
13,21,6067,4989
15,17,2778,4990
14,16,6427,4991
12,17,8128,4992
13,18,405,4993
14,12,64,4994
13,20,3282,4995
13,17,3427,4996
14,17,9318,4997
14,15,1736,4998
13,18,8629,4999
13,18,8544,5000
14,13,79,5001
14,21,3032,5002
15,13,2812,5003
14,16,1627,5004
14,24,2105,5005
14,17,4390,5006
13,17,7413,5007
13,19,6688,5008
13,15,8297,5009
14,14,1036,5010
13,22,6253,5011
13,16,6442,5012
14,15,7676,5013
14,18,1605,5014
14,14,3771,5015
13,16,4343,5016
13,20,6285,5017
14,22,8918,5018
13,17,7275,5019
14,18,8703,5020
12,12,8047,5021
14,12,54,5022
14,16,6830,5023
12,11,8451,5024
14,17,117,5025
14,17,6464,5026
13,15,8230,5027
13,16,5787,5028
14,18,8199,5029
13,11,6858,5030
14,19,4330,5031
13,12,8277,5032
11,17,9889,5033
13,20,7141,5034
14,23,6255,5035
14,20,1993,5036
13,10,1531,5037
13,9,19,5038
14,21,5032,5039
13,23,6179,5040
13,19,7406,5041
13,15,1285,5042
15,13,2620,5043
14,20,5081,5044
13,18,9241,5045
15,15,2743,5046
14,13,9424,5047
14,16,1877,5048
13,13,1660,5049
14,22,3050,5050
14,16,6932,5051
12,18,6058,5052
13,18,3103,5053
14,20,3761,5054
14,10,860,5055
12,12,9572,5056
13,19,6576,5057
14,20,9089,5058
14,19,5358,5059
14,25,4774,5060
14,22,5946,5061
14,19,6039,5062
13,9,9402,5063
13,16,2187,5064
11,14,9532,5065
14,16,5656,5066
14,11,531,5067
14,18,7414,5068
14,20,5674,5069
13,20,5563,5070
13,22,3592,5071
13,18,3080,5072
13,21,3199,5073
15,14,2564,5074
13,15,8160,5075
15,18,8791,5076
13,14,5306,5077
13,17,7583,5078
14,17,667,5079
13,17,3317,5080
13,15,6985,5081
14,18,7598,5082
14,17,9374,5083
14,14,87,5084
13,17,7711,5085
13,19,6585,5086
14,22,6010,5087
12,20,4286,5088
14,21,5674,5089
13,17,7719,5090
14,17,5412,5091
14,17,7971,5092
13,15,3758,5093
13,21,4813,5094
14,19,6509,5095
13,20,3289,5096
13,17,469,5097
14,23,7040,5098
13,18,702,5099
15,19,2494,5100
15,20,8954,5101
13,17,645,5102
14,22,1925,5103
13,24,2152,5104
13,15,9560,5105
14,12,85,5106
13,15,7294,5107
15,24,4865,5108
14,18,4019,5109
14,19,7960,5110
13,23,4533,5111
14,18,1003,5112
15,23,1910,5113
14,20,258,5114
13,19,7442,5115
12,11,9620,5116
14,14,6843,5117
13,11,9803,5118
14,21,257,5119
15,18,2516,5120
12,15,7522,5121
14,15,5668,5122
13,12,6838,5123
14,18,7631,5124
14,15,6833,5125
12,18,3347,5126
14,12,919,5127
14,25,3653,5128
14,19,386,5129
13,18,7972,5130
14,22,6146,5131
13,19,5691,5132
13,23,4968,5133
12,16,8071,5134
14,20,7842,5135
14,22,4528,5136
13,22,4507,5137
13,16,1487,5138
13,16,5744,5139
14,21,4877,5140
14,11,9446,5141
14,15,277,5142
13,22,5880,5143
14,18,7707,5144
13,11,6886,5145
12,7,9673,5146
12,21,3678,5147
12,20,3728,5148
15,10,9475,5149
13,12,287,5150
15,14,2595,5151
13,19,3348,5152
14,23,5954,5153
14,13,9433,5154
13,15,978,5155
14,18,9138,5156
14,19,9131,5157
13,20,8248,5158
15,17,2790,5159
12,11,9516,5160
15,12,2571,5161
14,17,5288,5162
14,15,5206,5163
13,20,7539,5164
13,14,9710,5165
14,10,9399,5166
13,19,8418,5167
14,24,4216,5168
15,13,885,5169
15,14,513,5170
14,21,9092,5171
14,16,6682,5172
14,21,7141,5173
13,12,1323,5174
13,16,741,5175
13,17,4027,5176
13,17,7347,5177
14,20,4418,5178
13,26,4106,5179
13,15,6822,5180
14,19,1056,5181
14,20,6701,5182
14,19,169,5183
13,17,7010,5184
15,20,2485,5185
14,18,7499,5186
14,14,2499,5187
14,17,1615,5188
14,17,5746,5189
14,18,5289,5190
14,18,7482,5191
13,13,8317,5192
14,15,6928,5193
15,17,9039,5194
13,20,2207,5195
13,20,6637,5196
14,21,4789,5197
14,17,6976,5198
14,19,7204,5199
12,19,2025,5200
14,17,7488,5201
15,13,2647,5202
14,18,5058,5203
14,24,4629,5204
14,22,3970,5205
12,18,5798,5206
14,20,8655,5207
13,17,7668,5208
13,19,6568,5209
15,17,9112,5210
14,24,4489,5211
13,16,7623,5212
13,22,5812,5213
13,18,1010,5214
13,15,984,5215
14,26,4648,5216
13,16,8508,5217
12,18,3483,5218
15,14,2614,5219
13,15,605,5220
15,16,5123,5221
14,13,95,5222
14,23,8921,5223
12,19,8402,5224
13,15,5485,5225
14,18,7479,5226
14,19,5038,5227
14,15,273,5228
14,25,4454,5229
13,15,8593,5230
14,16,2297,5231
14,22,1942,5232
13,15,1239,5233
14,18,7355,5234
14,15,2922,5235
12,19,1560,5236
14,27,3152,5237
14,18,7928,5238
13,13,9228,5239
13,22,6071,5240
14,24,7039,5241
14,12,68,5242
14,24,3694,5243
14,22,9203,5244
14,19,7429,5245
14,17,1029,5246
13,17,3850,5247
14,17,5936,5248
13,23,4511,5249
14,15,2816,5250
15,17,2893,5251
14,20,5985,5252
13,18,2910,5253
13,17,8165,5254
13,18,4386,5255
14,24,4747,5256
15,17,5644,5257
13,13,5775,5258
14,20,5019,5259
14,17,6449,5260
14,21,4367,5261
14,17,7316,5262
14,25,4742,5263
12,20,1958,5264
15,17,1022,5265
13,16,7663,5266
13,13,9869,5267
14,10,525,5268
14,23,1942,5269
14,21,9096,5270
14,14,6596,5271
14,19,8981,5272
14,22,5516,5273
13,20,6641,5274
13,17,8183,5275
13,24,2944,5276
13,19,7669,5277
12,18,8384,5278
14,19,5232,5279
12,14,8532,5280
13,19,1199,5281
13,18,8124,5282
14,11,868,5283
12,17,461,5284
15,15,2640,5285
14,18,5254,5286
14,13,5207,5287
13,12,8283,5288
14,18,1028,5289
13,16,225,5290
14,22,4732,5291
14,15,1747,5292
13,13,3892,5293
13,20,5825,5294
13,23,3704,5295
13,15,1265,5296
13,19,3488,5297
13,10,9924,5298
13,16,1790,5299
14,16,5429,5300
12,12,5372,5301
14,23,4737,5302
14,18,761,5303
15,14,887,5304
13,16,1377,5305
14,16,8943,5306
13,14,182,5307
14,14,5397,5308
13,22,3679,5309
14,17,1765,5310
13,16,280,5311
14,22,4877,5312
14,18,6240,5313
13,21,1148,5314
15,20,5337,5315
15,20,8880,5316
15,14,2753,5317
13,13,6895,5318
14,22,7162,5319
14,20,132,5320
13,22,7120,5321
13,20,8245,5322
14,16,1878,5323
13,16,7363,5324
14,19,4070,5325
15,15,1933,5326
13,16,8628,5327
14,19,3909,5328
13,14,1857,5329
15,22,6769,5330
14,20,5689,5331
12,20,7228,5332
13,17,1505,5333
14,19,6450,5334
13,23,4466,5335
13,18,9233,5336
14,15,1744,5337
14,26,4647,5338
14,16,981,5339
14,18,1774,5340
13,18,6412,5341
13,16,1261,5342
14,11,6651,5343
16,12,2651,5344
14,17,8760,5345
11,15,8339,5346
13,11,1530,5347
13,18,1512,5348
15,20,5234,5349
14,21,5044,5350
14,20,7995,5351
14,19,8705,5352
13,16,9640,5353
14,18,6225,5354
14,15,2419,5355
14,10,61,5356
12,16,8157,5357
14,18,7398,5358
14,23,3969,5359
14,21,6365,5360
13,24,4166,5361
14,23,6010,5362
13,12,9944,5363
15,22,5670,5364
16,17,2459,5365
15,19,761,5366
14,21,4902,5367
13,14,554,5368
15,19,1760,5369
14,13,2235,5370
14,18,2328,5371
13,23,4523,5372
13,9,9847,5373
14,18,5330,5374
14,18,3525,5375
13,15,8606,5376
13,10,20,5377
13,16,5055,5378
14,18,6469,5379
15,19,1605,5380
15,20,6450,5381
13,23,4463,5382
14,17,6661,5383
15,19,2441,5384
14,16,687,5385
13,18,9080,5386
15,15,2502,5387
14,13,5196,5388
14,18,6477,5389
14,19,6470,5390
13,17,7912,5391
13,17,643,5392
15,17,8831,5393
14,28,4208,5394
14,16,2664,5395
14,17,7641,5396
14,24,4968,5397
13,17,3918,5398
14,19,8195,5399
14,17,3079,5400
13,23,6152,5401
12,14,6874,5402
13,18,7601,5403
14,24,5998,5404
13,20,2203,5405
13,16,1126,5406
13,22,4603,5407
12,15,8574,5408
15,17,2532,5409
14,16,7423,5410
13,15,179,5411
14,20,8981,5412
13,17,8237,5413
14,13,6839,5414
14,9,1421,5415
14,22,8924,5416
13,20,5918,5417
13,12,3922,5418
13,17,471,5419
14,18,8747,5420
14,18,6744,5421
14,22,4734,5422
13,17,5741,5423
14,19,1926,5424
15,17,8941,5425
12,20,8404,5426
13,12,9567,5427
13,16,261,5428
15,17,2321,5429
14,28,4113,5430
14,16,3339,5431
13,23,4824,5432
14,16,986,5433
13,19,940,5434
15,13,821,5435
13,13,9540,5436
13,20,8417,5437
15,19,1775,5438
13,15,8113,5439
13,19,948,5440
14,20,9197,5441
13,16,8291,5442
15,11,9928,5443
13,16,3786,5444
13,16,1482,5445
14,18,7700,5446
13,18,9061,5447
13,14,3751,5448
13,14,7974,5449
13,15,9531,5450
15,19,2497,5451
13,15,1069,5452
15,19,616,5453
14,18,8237,5454
14,21,2994,5455
14,16,9557,5456
14,21,2993,5457
12,22,8912,5458
14,24,6169,5459
14,17,1665,5460
14,23,3024,5461
13,21,5859,5462
14,14,6489,5463
13,18,4009,5464
15,21,3150,5465
14,19,7309,5466
13,16,9900,5467
13,19,1566,5468
13,12,5436,5469
14,21,4365,5470
15,19,2513,5471
14,16,984,5472
14,15,2655,5473
13,18,8792,5474
14,19,4769,5475
13,15,488,5476
13,14,2844,5477
13,21,3829,5478
13,19,4239,5479
15,12,817,5480
14,15,9711,5481
14,19,6735,5482
14,19,8237,5483
13,17,327,5484
13,13,1324,5485
14,21,7582,5486
13,17,6235,5487
13,19,4316,5488
14,13,6494,5489
15,12,2403,5490
13,24,5980,5491
14,12,9517,5492
12,17,8261,5493
16,21,2468,5494
14,14,9878,5495
13,15,7763,5496
13,20,6129,5497
14,11,9777,5498
15,20,9328,5499
13,17,1564,5500
14,26,4141,5501
13,15,1841,5502
13,20,8899,5503
15,22,3148,5504
14,17,632,5505
13,23,3668,5506
13,21,3635,5507
12,17,3475,5508
14,17,7496,5509
14,26,4225,5510
14,18,643,5511
14,17,3559,5512
15,21,960,5513
15,20,5231,5514
14,16,3885,5515
13,20,8635,5516
14,14,2813,5517
14,18,119,5518
12,24,2950,5519
14,17,5658,5520
14,19,8873,5521
14,18,5281,5522
15,19,5174,5523
13,17,3485,5524
13,24,4101,5525
13,11,1403,5526
13,15,1247,5527
12,16,6581,5528
13,18,7532,5529
14,19,575,5530
14,23,4496,5531
13,24,8024,5532
13,17,8767,5533
12,21,3394,5534
13,16,7523,5535
15,11,9398,5536
14,18,7061,5537
13,18,1158,5538
13,17,9225,5539
13,11,909,5540
14,15,5382,5541
13,18,6219,5542
14,21,4467,5543
15,17,2693,5544
14,17,1450,5545
14,24,4703,5546
12,12,1327,5547
15,16,614,5548
13,16,1173,5549
15,18,628,5550
13,20,6271,5551
14,14,45,5552
14,17,2261,5553
12,12,7796,5554
14,16,3529,5555
14,22,6361,5556
13,19,5551,5557
12,16,1128,5558
13,23,2941,5559
14,17,3082,5560
13,16,8054,5561
13,15,3788,5562
14,19,1105,5563
14,16,6820,5564
13,19,7181,5565
14,17,8628,5566
16,13,2569,5567
14,20,594,5568
14,23,6137,5569
14,17,8145,5570
13,20,7854,5571
14,18,7870,5572
15,22,4364,5573
14,20,8672,5574
13,12,6915,5575
13,22,2165,5576
13,16,3374,5577
13,22,4593,5578
14,20,9130,5579
13,22,4546,5580
14,18,5221,5581
14,18,1752,5582
14,20,942,5583
14,19,7481,5584
13,19,5899,5585
15,14,822,5586
13,18,193,5587
14,16,1449,5588
13,23,1949,5589
14,11,9485,5590
13,23,4530,5591
14,10,2,5592
13,17,3272,5593
12,22,1987,5594
14,22,3173,5595
15,17,6804,5596
13,12,6966,5597
13,16,5742,5598
14,17,7397,5599
15,12,9454,5600
13,16,3886,5601
14,16,5250,5602
13,22,3675,5603
14,23,4601,5604
14,16,273,5605
12,19,589,5606
14,21,6765,5607
14,25,3646,5608
15,20,5182,5609
13,18,5894,5610
14,23,4543,5611
14,17,6754,5612
13,18,3997,5613
13,15,5484,5614
13,20,586,5615
14,18,9896,5616
15,16,2658,5617
14,14,778,5618
13,14,1344,5619
13,22,4606,5620
14,16,262,5621
14,16,2226,5622
15,22,960,5623
14,17,9885,5624
13,14,564,5625
15,30,4132,5626
13,20,6688,5627
14,19,7529,5628
14,19,6225,5629
13,18,437,5630
13,17,3334,5631
12,15,111,5632
14,17,2038,5633
13,18,7008,5634
14,24,4711,5635
14,16,2311,5636
14,19,7597,5637
13,16,7828,5638
14,16,2308,5639
14,21,9130,5640
13,12,73,5641
15,24,3203,5642
14,14,2235,5643
14,20,4070,5644
15,20,5038,5645
13,15,2820,5646
14,24,3965,5647
14,19,7695,5648
15,13,9949,5649
13,13,5308,5650
14,21,8653,5651
14,20,6562,5652
14,19,7533,5653
14,10,9612,5654
14,16,6446,5655
12,12,8096,5656
14,14,95,5657
14,12,9485,5658
13,24,1976,5659
12,20,6320,5660
15,11,9921,5661
14,14,5309,5662
15,17,6430,5663
13,21,1959,5664
14,21,8669,5665
14,15,7492,5666
14,19,621,5667
14,23,6265,5668
13,13,5319,5669
13,22,2928,5670
14,17,1746,5671
14,12,5392,5672
13,21,6130,5673
14,17,3980,5674
13,22,5813,5675
13,18,1168,5676
15,23,3151,5677
15,12,9777,5678
13,20,8862,5679
13,19,3099,5680
13,14,5084,5681
14,16,3866,5682
14,12,9660,5683
14,18,8969,5684
13,18,3477,5685
12,18,6105,5686
13,16,3416,5687
15,12,9924,5688
13,22,1941,5689
15,16,1744,5690
14,18,6243,5691
14,12,1862,5692
13,22,3404,5693
13,17,9024,5694
14,18,3820,5695
13,18,2072,5696
13,14,2867,5697
14,21,4440,5698
15,22,4688,5699
14,17,8186,5700
13,19,3719,5701
15,14,6433,5702
15,10,9929,5703
14,10,9849,5704
14,17,6764,5705
14,18,5741,5706
13,16,7368,5707
14,13,9914,5708
14,14,1869,5709
16,17,2581,5710
14,17,9364,5711
13,21,3304,5712
14,18,6447,5713
14,18,9023,5714
14,19,2272,5715
14,20,6275,5716
14,17,1479,5717
14,19,2040,5718
13,21,6198,5719
13,16,3420,5720
14,13,3783,5721
14,18,2440,5722
12,15,1633,5723
13,19,3538,5724
13,17,7815,5725
14,21,5452,5726
14,18,5610,5727
13,14,682,5728
15,19,6243,5729
14,14,297,5730
14,15,5219,5731
12,20,6313,5732
14,18,3082,5733
14,15,1499,5734
15,20,2513,5735
15,10,9845,5736
13,20,3591,5737
14,15,9880,5738
13,17,6111,5739
14,21,5459,5740
14,16,8813,5741
13,19,1826,5742
15,21,5114,5743
